"","SE","Data_Wt","Eff_SE"
"1",0.321859980771428,1,0.321859980771428
"2",0.198321408231263,1,0.198321408231263
"3",0.265459419988756,1,0.265459419988756
"4",0.26115453268597,1,0.26115453268597
"5",0.207715561509963,1,0.207715561509963
"6",0.378314935790865,1,0.378314935790865
"7",0.222122121653099,1,0.222122121653099
"8",0.250072823661717,1,0.250072823661717
"9",0.281803581530303,1,0.281803581530303
"10",0.244900336061015,1,0.244900336061015
"11",0.202870601959874,1,0.202870601959874
"12",0.198447831673953,1,0.198447831673953
"13",0.1475869260649,1,0.1475869260649
"14",0.126155090491539,1,0.126155090491539
