"","SE","Data_Wt","Eff_SE"
"1",0.056585895107709,1,0.056585895107709
"2",0.0555128073929706,1,0.0555128073929706
"3",0.0512357569200923,1,0.0512357569200923
"4",0.0652343900228106,1,0.0652343900228106
"5",0.0555696422229671,1,0.0555696422229671
"6",0.0594171609057772,1,0.0594171609057772
"7",0.0584378528158921,1,0.0584378528158921
"8",0.0628156179212593,1,0.0628156179212593
"9",0.0641404639296544,1,0.0641404639296544
"10",0.0620674331142282,1,0.0620674331142282
"11",0.076080870706255,1,0.076080870706255
"12",0.0681097054797469,1,0.0681097054797469
"13",0.0786293806314547,1,0.0786293806314547
"14",0.0787553353575788,1,0.0787553353575788
"15",0.081643672551285,1,0.081643672551285
"16",0.079495156724047,1,0.079495156724047
"17",0.0830110371436396,1,0.0830110371436396
"18",0.0877366306713357,1,0.0877366306713357
"19",0.0737201994815588,1,0.0737201994815588
"20",0.0933296314948679,1,0.0933296314948679
"21",0.0854325525651919,1,0.0854325525651919
"22",0.0842987183861878,1,0.0842987183861878
"23",0.0807188607223142,1,0.0807188607223142
"24",0.0808728409365614,1,0.0808728409365614
"25",0.0687656303982387,1,0.0687656303982387
"26",0.0750645921335278,1,0.0750645921335278
"27",0.0695293858803108,1,0.0695293858803108
"28",0.0861013218290891,1,0.0861013218290891
"29",0.0860958476301832,1,0.0860958476301832
"30",0.0891354607975598,1,0.0891354607975598
"31",0.0752026566851678,1,0.0752026566851678
"32",0.0543584934646755,1,0.0543584934646755
"33",0.0463370126259297,1,0.0463370126259297
"34",0.0686145562763638,1,0.0686145562763638
"35",0.0631674893990125,1,0.0631674893990125
