"","SE","Data_Wt","Eff_SE"
"1",0.0747572018198102,1,0.0747572018198102
"2",0.099359550270371,1,0.099359550270371
"3",0.0706033775869476,1,0.0706033775869476
"4",0.0764510619682061,1,0.0764510619682061
"5",0.0802828268360216,1,0.0802828268360216
"6",0.0876447432222432,1,0.0876447432222432
"7",0.0817817146729642,1,0.0817817146729642
"8",0.0851241443493828,1,0.0851241443493828
"9",0.0774570810379805,1,0.0774570810379805
"10",0.0747304038126655,1,0.0747304038126655
"11",0.130447327860044,1,0.130447327860044
"12",0.112263223786964,1,0.112263223786964
"13",0.14732235417944,1,0.14732235417944
"14",0.0847955816959099,1,0.0847955816959099
"15",0.0857534076568873,1,0.0857534076568873
"16",0.121522850032461,1,0.121522850032461
