"","SE","Data_Wt","Eff_SE"
"1",0.0619495363899226,1,0.0619495363899226
"2",0.065363838967668,1,0.065363838967668
"3",0.0613373524958699,1,0.0613373524958699
"4",0.0808136645370152,1,0.0808136645370152
"5",0.0645340845404151,1,0.0645340845404151
"6",0.0694252701834697,1,0.0694252701834697
"7",0.0683596179587064,1,0.0683596179587064
"8",0.0776150504363138,1,0.0776150504363138
"9",0.0857087262766349,1,0.0857087262766349
"10",0.0817583396981489,1,0.0817583396981489
"11",0.101245403270258,1,0.101245403270258
"12",0.0833017253633532,1,0.0833017253633532
"13",0.10588948810471,1,0.10588948810471
"14",0.100174116236547,1,0.100174116236547
"15",0.100573651602194,1,0.100573651602194
"16",0.104929118492863,1,0.104929118492863
"17",0.106690507368898,1,0.106690507368898
"18",0.100352442047326,1,0.100352442047326
"19",0.0916736765914224,1,0.0916736765914224
"20",0.121445591584316,1,0.121445591584316
"21",0.112908828270313,1,0.112908828270313
"22",0.109895927933103,1,0.109895927933103
"23",0.109045346686642,1,0.109045346686642
"24",0.0971779918801591,1,0.0971779918801591
"25",0.0892607847815037,1,0.0892607847815037
"26",0.0960584003699283,1,0.0960584003699283
"27",0.0896121142644372,1,0.0896121142644372
"28",0.112810332777258,1,0.112810332777258
"29",0.0876644389134055,1,0.0876644389134055
"30",0.114167052258317,1,0.114167052258317
"31",0.0843250257528221,1,0.0843250257528221
"32",0.077140808735164,1,0.077140808735164
"33",0.0831285431678285,1,0.0831285431678285
"34",0.0981731793856011,1,0.0981731793856011
"35",0.0842233191986833,1,0.0842233191986833
