"","SE","Data_Wt","Eff_SE"
"1",0.0573554299765849,1,0.0573554299765849
"2",0.0562511225779493,1,0.0562511225779493
"3",0.0518734694746385,1,0.0518734694746385
"4",0.0662308806647758,1,0.0662308806647758
"5",0.0563686808081783,1,0.0563686808081783
"6",0.0603381163266597,1,0.0603381163266597
"7",0.0593121389710488,1,0.0593121389710488
"8",0.0638422411510739,1,0.0638422411510739
"9",0.0673125834408818,1,0.0673125834408818
"10",0.064905815085697,1,0.064905815085697
"11",0.0786935522062235,1,0.0786935522062235
"12",0.0699857987480773,1,0.0699857987480773
"13",0.0812165056050952,1,0.0812165056050952
"14",0.0814536101408382,1,0.0814536101408382
"15",0.0842240094519228,1,0.0842240094519228
"16",0.0819276780415891,1,0.0819276780415891
"17",0.0848816761823135,1,0.0848816761823135
"18",0.0899613861587883,1,0.0899613861587883
"19",0.0758612201301988,1,0.0758612201301988
"20",0.0967803766712098,1,0.0967803766712098
"21",0.088067205003644,1,0.088067205003644
"22",0.0864781776076151,1,0.0864781776076151
"23",0.0816597790382935,1,0.0816597790382935
"24",0.0817467366393662,1,0.0817467366393662
"25",0.070612461447794,1,0.070612461447794
"26",0.077484570812525,1,0.077484570812525
"27",0.0735032004951936,1,0.0735032004951936
"28",0.0907661061870443,1,0.0907661061870443
"29",0.0914325490791105,1,0.0914325490791105
"30",0.0934016198428066,1,0.0934016198428066
"31",0.0800957330601203,1,0.0800957330601203
"32",0.0565350411257748,1,0.0565350411257748
"33",0.0485723619744706,1,0.0485723619744706
"34",0.0729668082736988,1,0.0729668082736988
"35",0.0669632084404417,1,0.0669632084404417
