"","SE","Data_Wt","Eff_SE"
"1",0.0560679013648576,1,0.0560679013648576
"2",0.0745196627027782,1,0.0745196627027782
"3",0.0529525331902107,1,0.0529525331902107
"4",0.0573382964761546,1,0.0573382964761546
"5",0.0602121201270162,1,0.0602121201270162
"6",0.0657335574166824,1,0.0657335574166824
"7",0.0613362860047232,1,0.0613362860047232
"8",0.0638431082620371,1,0.0638431082620371
"9",0.0580928107784854,1,0.0580928107784854
"10",0.0560478028594991,1,0.0560478028594991
"11",0.0978354958950327,1,0.0978354958950327
"12",0.0841974178402232,1,0.0841974178402232
"13",0.11049176563458,1,0.11049176563458
"14",0.0635966862719324,1,0.0635966862719324
"15",0.0643150557426655,1,0.0643150557426655
"16",0.0911421375243457,1,0.0911421375243457
